hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,209,2017,August,32,12,2,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,121.5,0,1,Check-Out,16/8/2017
City Hotel,6,2017,August,33,13,2,1,2,0,1,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,210,0,3,Check-Out,16/8/2017
City Hotel,209,2017,August,32,12,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,3,No Deposit,9,NULL,0,Transient,202.5,0,1,Check-Out,16/8/2017
City Hotel,127,2017,August,33,14,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,300,0,1,Check-Out,16/8/2017
City Hotel,156,2017,August,32,11,2,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,3,Check-Out,16/8/2017
City Hotel,224,2017,August,33,14,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,16/8/2017
City Hotel,79,2017,August,32,12,2,2,3,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,195,0,1,Check-Out,16/8/2017
City Hotel,102,2017,August,33,15,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,16/8/2017
City Hotel,102,2017,August,33,15,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,16/8/2017
City Hotel,214,2017,August,32,12,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,89,0,0,Check-Out,16/8/2017
City Hotel,167,2017,August,33,14,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,184.5,0,1,Check-Out,16/8/2017
City Hotel,234,2017,August,32,12,2,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109.38,0,3,Check-Out,16/8/2017
City Hotel,161,2017,August,32,9,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,148.5,0,0,Check-Out,16/8/2017
City Hotel,262,2017,August,33,13,2,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,179.1,0,0,Check-Out,16/8/2017
City Hotel,3,2017,August,32,6,4,6,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20,NULL,0,Group,89,0,0,Check-Out,16/8/2017
City Hotel,103,2017,August,32,12,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,16/8/2017
City Hotel,77,2017,August,33,13,2,1,2,1,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,175,0,0,Check-Out,16/8/2017
City Hotel,201,2017,August,32,10,2,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,82.3,0,1,Check-Out,16/8/2017
City Hotel,103,2017,August,32,7,3,6,2,2,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,200,0,1,Check-Out,16/8/2017
City Hotel,274,2017,August,33,14,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,1,Check-Out,16/8/2017
City Hotel,45,2017,August,33,13,2,1,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,2,Check-Out,16/8/2017
City Hotel,157,2017,August,32,10,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,159,NULL,0,Transient,175.5,0,0,Check-Out,16/8/2017
City Hotel,171,2017,August,33,14,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,184.5,1,1,Check-Out,16/8/2017
City Hotel,171,2017,August,33,14,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,139.5,1,0,Check-Out,16/8/2017
City Hotel,165,2017,August,32,12,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,B,A,0,No Deposit,14,NULL,0,Transient-Party,146.25,0,0,Check-Out,16/8/2017
City Hotel,89,2017,August,32,12,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,5,No Deposit,9,NULL,0,Transient,195,0,2,Check-Out,16/8/2017
City Hotel,46,2017,August,32,12,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,16/8/2017
City Hotel,182,2017,August,33,14,1,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,0,Check-Out,16/8/2017
City Hotel,209,2017,August,32,11,2,3,2,2,0,BB,DEU,Direct,Direct,0,0,0,F,F,1,No Deposit,14,NULL,0,Transient,198,0,1,Check-Out,16/8/2017
City Hotel,5,2017,August,33,14,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,220,0,2,Check-Out,16/8/2017
City Hotel,305,2017,August,33,13,2,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,124.5,0,2,Check-Out,16/8/2017
City Hotel,1,2017,August,33,15,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,200,0,0,Check-Out,16/8/2017
City Hotel,139,2017,August,32,9,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,111.6,0,0,Check-Out,16/8/2017
City Hotel,139,2017,August,32,9,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,111.6,0,0,Check-Out,16/8/2017
City Hotel,4,2017,August,33,13,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,200,0,1,Check-Out,16/8/2017
City Hotel,4,2017,August,33,15,0,1,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,290,0,0,Check-Out,16/8/2017
City Hotel,203,2017,August,32,7,3,6,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,NULL,0,Transient,80.1,0,0,Check-Out,16/8/2017
City Hotel,156,2017,August,32,10,2,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,159,NULL,0,Transient,91.75,0,1,Check-Out,16/8/2017
City Hotel,126,2017,August,32,12,2,2,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,159,NULL,0,Transient,198.44,0,0,Check-Out,16/8/2017
City Hotel,3,2017,August,33,13,2,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,1,Check-Out,16/8/2017
City Hotel,210,2017,August,33,13,2,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,211.5,0,0,Check-Out,16/8/2017
City Hotel,50,2017,August,33,14,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,16/8/2017
City Hotel,173,2017,August,32,10,2,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,173.7,0,1,Check-Out,16/8/2017
City Hotel,0,2017,August,33,15,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient-Party,219,0,0,Check-Out,16/8/2017
City Hotel,0,2017,August,33,15,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,199,0,0,Check-Out,16/8/2017
City Hotel,222,2017,August,32,11,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,202.5,0,0,Check-Out,16/8/2017
City Hotel,89,2017,August,32,12,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,5,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,16/8/2017
City Hotel,173,2017,August,32,10,2,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,173.7,0,1,Check-Out,16/8/2017
City Hotel,170,2017,August,33,15,0,1,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139.5,1,1,Check-Out,16/8/2017
City Hotel,10,2017,August,32,12,2,2,0,3,0,BB,MAR,Direct,Direct,0,0,0,B,A,1,No Deposit,NULL,NULL,0,Transient-Party,6,0,1,Check-Out,16/8/2017
City Hotel,10,2017,August,32,12,2,2,2,0,0,BB,CN,Direct,Direct,0,0,0,B,A,1,No Deposit,NULL,NULL,0,Transient-Party,99,0,0,Check-Out,16/8/2017
City Hotel,58,2017,August,33,15,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,180,0,1,Check-Out,16/8/2017
City Hotel,154,2017,August,32,9,2,5,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.43,0,0,Check-Out,16/8/2017
City Hotel,170,2017,August,33,15,0,1,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,1,Check-Out,16/8/2017
City Hotel,72,2017,August,33,13,2,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,16/8/2017
City Hotel,9,2017,August,33,13,2,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,3,NULL,0,Transient,99,0,2,Check-Out,16/8/2017
City Hotel,166,2017,August,33,14,1,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,1,Check-Out,16/8/2017
City Hotel,166,2017,August,32,12,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,B,A,1,No Deposit,14,NULL,0,Transient-Party,146.25,0,0,Check-Out,16/8/2017
City Hotel,113,2017,August,33,13,2,2,2,0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,17/8/2017
City Hotel,66,2017,August,33,13,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,17/8/2017
City Hotel,180,2017,August,32,9,2,6,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112.5,0,1,Check-Out,17/8/2017
City Hotel,278,2017,August,33,13,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,1,Check-Out,17/8/2017
City Hotel,93,2017,August,33,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145,0,0,Check-Out,17/8/2017
City Hotel,87,2017,August,33,13,2,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200,0,2,Check-Out,17/8/2017
City Hotel,53,2017,August,33,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,17/8/2017
City Hotel,34,2017,August,33,16,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,239,1,1,Check-Out,17/8/2017
City Hotel,34,2017,August,33,16,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,17/8/2017
City Hotel,196,2017,August,33,14,1,2,2,0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,71.1,0,0,Check-Out,17/8/2017
City Hotel,29,2017,August,33,15,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,80,0,1,Check-Out,17/8/2017
City Hotel,113,2017,August,33,13,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,164,1,1,Check-Out,17/8/2017
City Hotel,0,2017,August,33,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,139,0,0,Check-Out,17/8/2017
City Hotel,28,2017,August,33,14,1,2,2,0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,0,Check-Out,17/8/2017
City Hotel,111,2017,August,33,14,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,225,0,2,Check-Out,17/8/2017
City Hotel,97,2017,August,33,15,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,17/8/2017
City Hotel,28,2017,August,33,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,17/8/2017
City Hotel,172,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,1,Check-Out,17/8/2017
City Hotel,63,2017,August,33,15,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,89.1,0,2,Check-Out,17/8/2017
City Hotel,62,2017,August,33,15,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,126,0,3,Check-Out,17/8/2017
City Hotel,119,2017,August,33,14,1,2,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,244,0,0,Check-Out,17/8/2017
City Hotel,141,2017,August,33,15,0,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.1,0,2,Check-Out,17/8/2017
City Hotel,141,2017,August,33,15,0,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.1,0,0,Check-Out,17/8/2017
City Hotel,83,2017,August,33,13,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150,0,1,Check-Out,17/8/2017
City Hotel,71,2017,August,33,14,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423,NULL,0,Transient,125.46,0,1,Check-Out,17/8/2017
City Hotel,209,2017,August,33,14,1,2,2,0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,188,0,1,Check-Out,17/8/2017
City Hotel,208,2017,August,33,14,1,2,2,2,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,249,0,0,Check-Out,17/8/2017
City Hotel,171,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,3,Check-Out,17/8/2017
City Hotel,83,2017,August,33,14,1,2,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,135,0,3,Check-Out,17/8/2017
City Hotel,72,2017,August,33,16,0,1,3,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,267,0,3,Check-Out,17/8/2017
City Hotel,192,2017,August,33,13,2,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,157.5,0,2,Check-Out,17/8/2017
City Hotel,75,2017,August,33,16,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200,0,1,Check-Out,17/8/2017
City Hotel,190,2017,August,32,12,2,3,2,3,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,326.5,0,2,Check-Out,17/8/2017
City Hotel,71,2017,August,33,13,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,140,0,1,Check-Out,17/8/2017
City Hotel,27,2017,August,33,14,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,3,Check-Out,17/8/2017
City Hotel,48,2017,August,33,15,0,2,2,1,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,3,Check-Out,17/8/2017
City Hotel,0,2017,August,33,16,0,1,2,2,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,259,0,1,Check-Out,17/8/2017
City Hotel,25,2017,August,33,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169,0,1,Check-Out,17/8/2017
City Hotel,45,2017,August,33,16,0,1,2,2,0,BB,COM,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,259,0,0,Check-Out,17/8/2017
City Hotel,0,2017,August,33,16,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,139,0,0,Check-Out,17/8/2017
City Hotel,75,2017,August,33,15,0,2,1,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,130,0,1,Check-Out,17/8/2017
City Hotel,47,2017,August,33,16,0,1,1,2,0,BB,GBR,Direct,Direct,0,0,0,B,G,1,No Deposit,14,NULL,0,Transient,145,0,0,Check-Out,17/8/2017
City Hotel,46,2017,August,33,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,G,0,No Deposit,14,NULL,0,Transient,154,0,1,Check-Out,17/8/2017
City Hotel,190,2017,August,32,12,2,3,2,3,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,326.5,0,2,Check-Out,17/8/2017
City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,17/8/2017
City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,17/8/2017
City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,17/8/2017
City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,17/8/2017
City Hotel,288,2017,August,33,17,1,3,2,1,1,HB,ITA,Direct,Direct,0,0,0,E,E,3,No Deposit,14,NULL,0,Transient,44,0,3,Check-Out,21/8/2017
City Hotel,223,2017,August,32,8,2,7,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,132.11,0,1,Check-Out,17/8/2017
City Hotel,47,2017,August,33,14,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,17/8/2017
City Hotel,140,2017,August,33,13,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,0,Check-Out,17/8/2017
City Hotel,113,2017,August,33,14,1,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,195,0,1,Check-Out,17/8/2017
City Hotel,113,2017,August,32,12,2,3,2,2,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,240,1,1,Check-Out,17/8/2017
City Hotel,48,2017,August,33,15,0,2,2,1,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,3,Check-Out,17/8/2017
City Hotel,45,2017,August,33,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89,NULL,0,Transient,109.44,0,0,Check-Out,17/8/2017
City Hotel,208,2017,August,33,14,1,2,2,2,1,HB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,14,NULL,0,Transient,240,0,1,Check-Out,17/8/2017
City Hotel,95,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,155,0,1,Check-Out,17/8/2017
City Hotel,71,2017,August,33,14,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423,NULL,0,Transient,125.46,0,1,Check-Out,17/8/2017
City Hotel,95,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,145,0,1,Check-Out,17/8/2017
City Hotel,152,2017,August,32,10,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,79,NULL,0,Transient,109.87,0,1,Check-Out,17/8/2017
City Hotel,295,2017,August,33,15,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.1,0,2,Check-Out,18/8/2017
City Hotel,106,2017,August,33,13,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,154,0,1,Check-Out,18/8/2017
City Hotel,106,2017,August,33,13,2,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,195,0,1,Check-Out,18/8/2017
City Hotel,41,2017,August,33,14,1,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,131.2,0,0,Check-Out,18/8/2017
City Hotel,105,2017,August,33,13,2,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,95,0,1,Check-Out,18/8/2017
City Hotel,105,2017,August,33,13,2,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,95,0,1,Check-Out,18/8/2017
City Hotel,504,2017,August,32,12,2,4,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229,NULL,0,Transient-Party,101.33,0,1,Check-Out,18/8/2017
City Hotel,101,2017,August,33,16,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,225,0,2,Check-Out,18/8/2017
City Hotel,186,2017,August,33,15,0,3,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,199.8,1,3,Check-Out,18/8/2017
City Hotel,108,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,155,0,1,Check-Out,18/8/2017
City Hotel,108,2017,August,33,14,1,3,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient-Party,155,0,3,Check-Out,18/8/2017
City Hotel,91,2017,August,33,17,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,230,0,2,Check-Out,18/8/2017
City Hotel,178,2017,August,32,12,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,130.5,0,0,Check-Out,18/8/2017
City Hotel,178,2017,August,32,12,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,139.5,1,0,Check-Out,18/8/2017
City Hotel,75,2017,August,33,14,1,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1,Check-Out,18/8/2017
City Hotel,78,2017,August,33,16,0,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,209,1,2,Check-Out,18/8/2017
City Hotel,73,2017,August,33,14,1,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200,0,0,Check-Out,18/8/2017
City Hotel,51,2017,August,33,14,1,3,2,1,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,146,0,1,Check-Out,18/8/2017
City Hotel,191,2017,August,33,13,2,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112.5,0,0,Check-Out,18/8/2017
City Hotel,94,2017,August,33,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145,0,2,Check-Out,18/8/2017
City Hotel,191,2017,August,33,13,2,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,1,0,Check-Out,18/8/2017
City Hotel,120,2017,August,33,16,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,98.1,1,0,Check-Out,18/8/2017
City Hotel,11,2017,August,33,14,1,3,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,136,0,1,Check-Out,18/8/2017
City Hotel,77,2017,August,33,15,0,3,3,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient-Party,179.5,0,1,Check-Out,18/8/2017
City Hotel,77,2017,August,33,15,0,3,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient-Party,117,0,1,Check-Out,18/8/2017
City Hotel,113,2017,August,33,13,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,164,1,2,Check-Out,18/8/2017
