,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Unnamed: 31,Status
128,City Hotel,104,2017,August,32,12,2,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0,Check-Out,15/8/2017,,Cancel
129,City Hotel,104,2017,August,32,12,2,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0,Check-Out,15/8/2017,,Cancel
130,City Hotel,504,2017,August,32,12,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,15/8/2017,,Cancel
131,City Hotel,504,2017,August,32,12,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,229.0,,0,Transient-Party,0.0,0,0,Check-Out,15/8/2017,,Not Cancel
132,City Hotel,1,2017,August,33,14,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,144.0,0,1,Check-Out,15/8/2017,,Not Cancel
133,City Hotel,504,2017,August,32,12,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,15/8/2017,,Cancel
134,City Hotel,1,2017,August,32,12,2,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,152.0,,0,Transient,126.19,0,0,Check-Out,15/8/2017,,Not Cancel
135,City Hotel,4,2017,August,32,12,2,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,233.33,0,0,Check-Out,15/8/2017,,Not Cancel
136,City Hotel,176,2017,August,32,10,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168.0,,0,Transient,103.5,0,0,Check-Out,15/8/2017,,Not Cancel
137,City Hotel,7,2017,August,32,12,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,15/8/2017,,Not Cancel
138,City Hotel,107,2017,August,32,11,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,185.0,0,2,Check-Out,15/8/2017,,Not Cancel
139,City Hotel,140,2017,August,33,15,0,1,2,0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,71.1,0,0,Check-Out,16/8/2017,,Cancel
140,City Hotel,209,2017,August,32,12,2,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,121.5,0,1,Check-Out,16/8/2017,,Not Cancel
141,City Hotel,6,2017,August,33,13,2,1,2,0,1,BB,ROU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,210.0,0,3,Check-Out,16/8/2017,,Cancel
142,City Hotel,209,2017,August,32,12,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,3,No Deposit,9.0,,0,Transient,202.5,0,1,Check-Out,16/8/2017,,Not Cancel
143,City Hotel,127,2017,August,33,14,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,300.0,0,1,Check-Out,16/8/2017,,Not Cancel
144,City Hotel,156,2017,August,32,11,2,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,3,Check-Out,16/8/2017,,Cancel
145,City Hotel,224,2017,August,33,14,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,16/8/2017,,Cancel
146,City Hotel,79,2017,August,32,12,2,2,3,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,195.0,0,1,Check-Out,16/8/2017,,Not Cancel
147,City Hotel,102,2017,August,33,15,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,16/8/2017,,Cancel
148,City Hotel,102,2017,August,33,15,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,16/8/2017,,Cancel
149,City Hotel,214,2017,August,32,12,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.0,0,0,Check-Out,16/8/2017,,Not Cancel
150,City Hotel,167,2017,August,33,14,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,184.5,0,1,Check-Out,16/8/2017,,Cancel
151,City Hotel,234,2017,August,32,12,2,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.38,0,3,Check-Out,16/8/2017,,Not Cancel
152,City Hotel,161,2017,August,32,9,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,148.5,0,0,Check-Out,16/8/2017,,Not Cancel
153,City Hotel,262,2017,August,33,13,2,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,179.1,0,0,Check-Out,16/8/2017,,Not Cancel
154,City Hotel,3,2017,August,32,6,4,6,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Group,89.0,0,0,Check-Out,16/8/2017,,Not Cancel
155,City Hotel,103,2017,August,32,12,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,16/8/2017,,Cancel
156,City Hotel,77,2017,August,33,13,2,1,2,1,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,175.0,0,0,Check-Out,16/8/2017,,Not Cancel
157,City Hotel,201,2017,August,32,10,2,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,82.3,0,1,Check-Out,16/8/2017,,Not Cancel
158,City Hotel,103,2017,August,32,7,3,6,2,2,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,200.0,0,1,Check-Out,16/8/2017,,Not Cancel
159,City Hotel,274,2017,August,33,14,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1,Check-Out,16/8/2017,,Cancel
160,City Hotel,45,2017,August,33,13,2,1,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,2,Check-Out,16/8/2017,,Not Cancel
161,City Hotel,157,2017,August,32,10,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,159.0,,0,Transient,175.5,0,0,Check-Out,16/8/2017,,Not Cancel
162,City Hotel,171,2017,August,33,14,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,184.5,1,1,Check-Out,16/8/2017,,Not Cancel
163,City Hotel,171,2017,August,33,14,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,139.5,1,0,Check-Out,16/8/2017,,Not Cancel
164,City Hotel,165,2017,August,32,12,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,B,A,0,No Deposit,14.0,,0,Transient-Party,146.25,0,0,Check-Out,16/8/2017,,Not Cancel
165,City Hotel,89,2017,August,32,12,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,5,No Deposit,9.0,,0,Transient,195.0,0,2,Check-Out,16/8/2017,,Not Cancel
166,City Hotel,46,2017,August,32,12,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,16/8/2017,,Cancel
167,City Hotel,182,2017,August,33,14,1,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Check-Out,16/8/2017,,Not Cancel
168,City Hotel,209,2017,August,32,11,2,3,2,2,0,BB,DEU,Direct,Direct,0,0,0,F,F,1,No Deposit,14.0,,0,Transient,198.0,0,1,Check-Out,16/8/2017,,Not Cancel
169,City Hotel,5,2017,August,33,14,1,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,220.0,0,2,Check-Out,16/8/2017,,Not Cancel
170,City Hotel,305,2017,August,33,13,2,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,124.5,0,2,Check-Out,16/8/2017,,Cancel
171,City Hotel,1,2017,August,33,15,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,200.0,0,0,Check-Out,16/8/2017,,Not Cancel
172,City Hotel,139,2017,August,32,9,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,111.6,0,0,Check-Out,16/8/2017,,Cancel
173,City Hotel,139,2017,August,32,9,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,111.6,0,0,Check-Out,16/8/2017,,Cancel
174,City Hotel,4,2017,August,33,13,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,200.0,0,1,Check-Out,16/8/2017,,Not Cancel
175,City Hotel,4,2017,August,33,15,0,1,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,290.0,0,0,Check-Out,16/8/2017,,Not Cancel
176,City Hotel,203,2017,August,32,7,3,6,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394.0,,0,Transient,80.1,0,0,Check-Out,16/8/2017,,Cancel
177,City Hotel,156,2017,August,32,10,2,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,159.0,,0,Transient,91.75,0,1,Check-Out,16/8/2017,,Not Cancel
178,City Hotel,126,2017,August,32,12,2,2,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,159.0,,0,Transient,198.44,0,0,Check-Out,16/8/2017,,Cancel
179,City Hotel,3,2017,August,33,13,2,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,16/8/2017,,Not Cancel
180,City Hotel,210,2017,August,33,13,2,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,211.5,0,0,Check-Out,16/8/2017,,Not Cancel
181,City Hotel,50,2017,August,33,14,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,16/8/2017,,Cancel
182,City Hotel,173,2017,August,32,10,2,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,173.7,0,1,Check-Out,16/8/2017,,Cancel
183,City Hotel,0,2017,August,33,15,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient-Party,219.0,0,0,Check-Out,16/8/2017,,Not Cancel
184,City Hotel,0,2017,August,33,15,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,199.0,0,0,Check-Out,16/8/2017,,Not Cancel
185,City Hotel,222,2017,August,32,11,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,202.5,0,0,Check-Out,16/8/2017,,Not Cancel
186,City Hotel,89,2017,August,32,12,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,5,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,16/8/2017,,Not Cancel
187,City Hotel,173,2017,August,32,10,2,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,173.7,0,1,Check-Out,16/8/2017,,Cancel
188,City Hotel,170,2017,August,33,15,0,1,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,1,1,Check-Out,16/8/2017,,Not Cancel
189,City Hotel,10,2017,August,32,12,2,2,0,3,0,BB,MAR,Direct,Direct,0,0,0,B,A,1,No Deposit,,,0,Transient-Party,6.0,0,1,Check-Out,16/8/2017,,Not Cancel
190,City Hotel,10,2017,August,32,12,2,2,2,0,0,BB,CN,Direct,Direct,0,0,0,B,A,1,No Deposit,,,0,Transient-Party,99.0,0,0,Check-Out,16/8/2017,,Not Cancel
191,City Hotel,58,2017,August,33,15,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,16/8/2017,,Cancel
192,City Hotel,154,2017,August,32,9,2,5,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.43,0,0,Check-Out,16/8/2017,,Not Cancel
193,City Hotel,170,2017,August,33,15,0,1,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,16/8/2017,,Cancel
194,City Hotel,72,2017,August,33,13,2,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,16/8/2017,,Cancel
195,City Hotel,9,2017,August,33,13,2,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,3.0,,0,Transient,99.0,0,2,Check-Out,16/8/2017,,Not Cancel
196,City Hotel,166,2017,August,33,14,1,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,1,Check-Out,16/8/2017,,Cancel
197,City Hotel,166,2017,August,32,12,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient-Party,146.25,0,0,Check-Out,16/8/2017,,Not Cancel
198,City Hotel,113,2017,August,33,13,2,2,2,0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,17/8/2017,,Cancel
199,City Hotel,66,2017,August,33,13,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,17/8/2017,,Cancel
200,City Hotel,180,2017,August,32,9,2,6,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,17/8/2017,,Cancel
201,City Hotel,278,2017,August,33,13,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1,Check-Out,17/8/2017,,Cancel
202,City Hotel,93,2017,August,33,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,0,Check-Out,17/8/2017,,Cancel
203,City Hotel,87,2017,August,33,13,2,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,0,2,Check-Out,17/8/2017,,Not Cancel
204,City Hotel,53,2017,August,33,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,17/8/2017,,Cancel
205,City Hotel,34,2017,August,33,16,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,239.0,1,1,Check-Out,17/8/2017,,Not Cancel
206,City Hotel,34,2017,August,33,16,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,17/8/2017,,Cancel
207,City Hotel,196,2017,August,33,14,1,2,2,0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,71.1,0,0,Check-Out,17/8/2017,,Not Cancel
208,City Hotel,29,2017,August,33,15,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,80.0,0,1,Check-Out,17/8/2017,,Not Cancel
209,City Hotel,113,2017,August,33,13,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.0,1,1,Check-Out,17/8/2017,,Not Cancel
210,City Hotel,0,2017,August,33,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,139.0,0,0,Check-Out,17/8/2017,,Not Cancel
211,City Hotel,28,2017,August,33,14,1,2,2,0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Check-Out,17/8/2017,,Cancel
212,City Hotel,111,2017,August,33,14,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,2,Check-Out,17/8/2017,,Not Cancel
213,City Hotel,97,2017,August,33,15,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,17/8/2017,,Cancel
214,City Hotel,28,2017,August,33,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,17/8/2017,,Cancel
215,City Hotel,172,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,17/8/2017,,Cancel
216,City Hotel,63,2017,August,33,15,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,89.1,0,2,Check-Out,17/8/2017,,Not Cancel
217,City Hotel,62,2017,August,33,15,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,126.0,0,3,Check-Out,17/8/2017,,Not Cancel
218,City Hotel,119,2017,August,33,14,1,2,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,244.0,0,0,Check-Out,17/8/2017,,Cancel
219,City Hotel,141,2017,August,33,15,0,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.1,0,2,Check-Out,17/8/2017,,Cancel
220,City Hotel,141,2017,August,33,15,0,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.1,0,0,Check-Out,17/8/2017,,Not Cancel
221,City Hotel,83,2017,August,33,13,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,17/8/2017,,Cancel
222,City Hotel,71,2017,August,33,14,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423.0,,0,Transient,125.46,0,1,Check-Out,17/8/2017,,Cancel
223,City Hotel,209,2017,August,33,14,1,2,2,0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,188.0,0,1,Check-Out,17/8/2017,,Cancel
224,City Hotel,208,2017,August,33,14,1,2,2,2,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,249.0,0,0,Check-Out,17/8/2017,,Cancel
225,City Hotel,171,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,3,Check-Out,17/8/2017,,Cancel
226,City Hotel,83,2017,August,33,14,1,2,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,135.0,0,3,Check-Out,17/8/2017,,Not Cancel
227,City Hotel,72,2017,August,33,16,0,1,3,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,267.0,0,3,Check-Out,17/8/2017,,Not Cancel
228,City Hotel,192,2017,August,33,13,2,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.5,0,2,Check-Out,17/8/2017,,Not Cancel
229,City Hotel,75,2017,August,33,16,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,0,1,Check-Out,17/8/2017,,Not Cancel
230,City Hotel,190,2017,August,32,12,2,3,2,3,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,326.5,0,2,Check-Out,17/8/2017,,Cancel
231,City Hotel,71,2017,August,33,13,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,140.0,0,1,Check-Out,17/8/2017,,Cancel
232,City Hotel,27,2017,August,33,14,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,3,Check-Out,17/8/2017,,Not Cancel
233,City Hotel,48,2017,August,33,15,0,2,2,1,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,3,Check-Out,17/8/2017,,Not Cancel
234,City Hotel,0,2017,August,33,16,0,1,2,2,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,259.0,0,1,Check-Out,17/8/2017,,Not Cancel
235,City Hotel,25,2017,August,33,14,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,1,Check-Out,17/8/2017,,Cancel
236,City Hotel,45,2017,August,33,16,0,1,2,2,0,BB,COM,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,259.0,0,0,Check-Out,17/8/2017,,Cancel
237,City Hotel,0,2017,August,33,16,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,139.0,0,0,Check-Out,17/8/2017,,Not Cancel
238,City Hotel,75,2017,August,33,15,0,2,1,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,17/8/2017,,Cancel
239,City Hotel,47,2017,August,33,16,0,1,1,2,0,BB,GBR,Direct,Direct,0,0,0,B,G,1,No Deposit,14.0,,0,Transient,145.0,0,0,Check-Out,17/8/2017,,Not Cancel
240,City Hotel,46,2017,August,33,16,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,G,0,No Deposit,14.0,,0,Transient,154.0,0,1,Check-Out,17/8/2017,,Not Cancel
241,City Hotel,190,2017,August,32,12,2,3,2,3,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,326.5,0,2,Check-Out,17/8/2017,,Cancel
242,City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,17/8/2017,,Not Cancel
243,City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,17/8/2017,,Not Cancel
244,City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,17/8/2017,,Not Cancel
245,City Hotel,173,2017,August,33,14,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,17/8/2017,,Not Cancel
246,City Hotel,288,2017,August,33,17,1,3,2,1,1,HB,ITA,Direct,Direct,0,0,0,E,E,3,No Deposit,14.0,,0,Transient,44.0,0,3,Check-Out,21/8/2017,,Cancel
247,City Hotel,223,2017,August,32,8,2,7,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,132.11,0,1,Check-Out,17/8/2017,,Not Cancel
248,City Hotel,47,2017,August,33,14,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,17/8/2017,,Cancel
249,City Hotel,140,2017,August,33,13,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Check-Out,17/8/2017,,Not Cancel
250,City Hotel,113,2017,August,33,14,1,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,17/8/2017,,Not Cancel
251,City Hotel,113,2017,August,32,12,2,3,2,2,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,240.0,1,1,Check-Out,17/8/2017,,Not Cancel
252,City Hotel,48,2017,August,33,15,0,2,2,1,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,3,Check-Out,17/8/2017,,Not Cancel
253,City Hotel,45,2017,August,33,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,109.44,0,0,Check-Out,17/8/2017,,Cancel
254,City Hotel,208,2017,August,33,14,1,2,2,2,1,HB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,240.0,0,1,Check-Out,17/8/2017,,Cancel
255,City Hotel,95,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,155.0,0,1,Check-Out,17/8/2017,,Not Cancel
256,City Hotel,71,2017,August,33,14,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423.0,,0,Transient,125.46,0,1,Check-Out,17/8/2017,,Cancel
257,City Hotel,95,2017,August,32,12,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,145.0,0,1,Check-Out,17/8/2017,,Not Cancel
258,City Hotel,152,2017,August,32,10,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,79.0,,0,Transient,109.87,0,1,Check-Out,17/8/2017,,Cancel
259,City Hotel,295,2017,August,33,15,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,18/8/2017,,Cancel
